taxa,kingdom,phylum,class,order,family,genus,species,common_name,identification_notes,data_resource_name,sighting_date,latitude,longitude,location
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Carduelis,carduelis,European Goldfinch,,Participate,2014-11-02,-37.8413,144.9011,"-37.8413, 144.9011"
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,CACATUIDAE,Eolophus,roseicapillus,Galah,,Hand written citizen expert,2014-11-15,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,NEORNITHES,SULIFORMES,Phalacrocorax,carbo,Great Cormorant,,Participate,2014-11-03,-37.8158,144.9394,"-37.8158, 144.9394"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ARTAMIDAE,Cracticus,torquatus,Grey Butcherbird,,Hand written via expert,2014-11-15,-37.7833,144.9441,"-37.7833, 144.9441"
Bird,ANIMALIA,CHORDATA,AVES,CUCULIFORMES,CUCULIDAE,Chrysococcyx,basalis,Horsfield's Bronze-cuckoo,,Hand written via expert,2014-11-15,-37.7833,144.9441,"-37.7833, 144.9441"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERIDAE,Passer,domesticus,House Sparrow,,Hand written citizen expert,2014-11-06,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Grallina,cyanoleuca,Magpie-lark,,Participate,2014-11-05,-37.8126,144.9712,"-37.8126, 144.9712"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Grallina,cyanoleuca,Magpie-lark,,Participate,2014-11-11,-37.8044,144.971,"-37.8044, 144.971"
Bird,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE,Vanellus,miles,"Masked Lapwing, Plover",,Participate,2014-11-06,-37.8097,144.9069,"-37.8097, 144.9069"
Bird,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Porphyrio,porphyrio,Purple Swamphen,,Hand written via expert,2014-11-15,-37.7833,144.9441,"-37.7833, 144.9441"
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Trichoglossus,haematodus,Rainbow Lorikeet,,Hand written citizen expert,2014-11-08,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Anthochaera,carunculata,Red Wattlebird,,Hand written expert,2014-11-15,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MALURIDAE,Malurus,cyaneus,Superb Fairy-wren,,Participate,2014-11-14,-37.7819,144.9439,"-37.7819, 144.9439"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Anthochaera,carunculata,Red Wattlebird,,Hand written citizen expert,2014-11-05,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Chroicocephalus,novaehollandiae,Silver Gull,,Hand written citizen expert,2014-11-10,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Streptopelia,chinensis,Spotted Dove,,Participate,2014-11-06,-37.7886,144.9078,"-37.7886, 144.9078"
Insect,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CANTHARIDAE,Chauliognathus,lugubris,"Plague Soldier Beetle, Green Soldier Beetle",,Hand written expert,,-37.7919,144.9572,"-37.7919, 144.9572"
Mammal,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Chalinolobus,gouldii,Gould's Wattled Bat,,Hand written expert,,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ARECALES,ARECACEAE,Livistona,australis,Australian Cabbage Palm,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MYRTALES,MYRTACEAE,Syzygium,smithii,Common Lilly Pilly,Formerly known as Acmena smithii,Participate,2014-11-08,-37.7922,144.9645,"-37.7922, 144.9645"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ARTAMIDAE,Cracticus,tibicen,Australian Magpie,Also known as Gymnorhina tibicen,Hand written not expert,2014-11-14,-37.7829,144.9434,"-37.7829, 144.9434"
Bird,ANIMALIA,CHORDATA,AVES,CICONIIFORMES,THRESKIORNITHIDAE,Threskiornis,molucca,Australian White Ibis,,Participate,2014-11-14,-37.8022,144.9135,"-37.8022, 144.9135"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Grallina,cyanoleuca,Magpie-lark,,Participate,2014-11-08,-37.8481,144.9805,"-37.8481, 144.9805"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Grallina,cyanoleuca,Magpie-lark,,Hand written citizen expert,2014-11-14,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Chroicocephalus,novaehollandiae,Silver Gull,,Participate,2014-11-14,-37.8026,144.9136,"-37.8026, 144.9136"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Streptopelia,chinensis,Spotted Dove,,Participate,2014-11-05,-37.8123,144.9358,"-37.8123, 144.9358"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Streptopelia,chinensis,Spotted Dove,,Hand written citizen expert,2014-11-10,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,CACATUIDAE,Cacatua,galerita,Sulphur-crested Cockatoo,,Hand written expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MALURIDAE,Malurus,cyaneus,Superb Fairy-wren,,Hand written via expert,2014-11-15,-37.7833,144.9441,"-37.7833, 144.9441"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Lichenostomus,penicillatus,White Plumed Honeyeater,,Hand written expert,2014-11-15,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ACANTHIZIDAE,Sericornis,frontalis,White-browed Scrubwren,,Hand written expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Bird,ANIMALIA,CHORDATA,AVES,CICONIIFORMES,ARDEIDAE,Egretta,novaehollandiae,"White-faced Heron, Blue Crane",,Hand written via expert,2014-11-15,-37.7833,144.9441,"-37.7833, 144.9441"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHIPIDURIDAE,Rhipidura,leucophrys,Willie Wagtail,,Hand written not expert,2014-11-11,-37.7822,144.9444,"-37.7822, 144.9444"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHIPIDURIDAE,Rhipidura,leucophrys,Willie Wagtail,,Hand written citizen expert,2014-11-05,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHIPIDURIDAE,Rhipidura,leucophrys,Willie Wagtail,,Hand written citizen expert,2014-11-14,-37.8311,144.9105,"-37.8311, 144.9105"
Diplopod,ANIMALIA,ARTHROPODA,DIPLOPOD,JULIDA,JULIDAE,Ommatoiulus,moreleti,Portuguese Millipede,,Participate,2014-11-04,-37.7951,144.9758,"-37.7951, 144.9758"
Echinoderm,ANIMALIA,ECHINODERMATA,ASTEROIDEA,FORCIPULATIDA,ASTERIIDAE,Asterias,amurensis,Northern Pacific Seastar,,Participate,2014-11-08,-37.7928,144.9653,"-37.7928, 144.9653"
Insect,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Xanthogaleruca,luteola,Elm Leaf Beetle,,Participate,,-37.814,144.981,"-37.814, 144.981"
Insect,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,,,,,Participate,,-37.8387,144.9066,"-37.8387, 144.9066"
Insect,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,,,,,,Participate,,-37.8319,144.9087,"-37.8319, 144.9087"
Mollusc,ANIMALIA,MOLLUSCA,BIVALVIA,VENEROIDA,VENERIDAE,Katelysia,scalarina,"Sand Cockle, Stepped Venerid",,Participate,2014-11-03,-37.8292,144.9007,"-37.8292, 144.9007"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ALISMATALES,ARACEAE,Zantedeschia,aethiopica,Arum Lily,,Participate,2014-11-10,-37.8305,144.9062,"-37.8305, 144.9062"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,PINALES,PINACEAE,Pinus,canariensis,Canary Island Pine,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,GENTIANALES,RUBIACEAE,Galium,aparine,Cleavers,,Hand written via expert,2014-11-14,-37.7911,144.924,"-37.7911, 144.924"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASTERALES,ASTERACEAE,Chrysocephalum,semipapposum,Clustered Everlasting,,Hand written expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASTERALES,ASTERACEAE,Chrysocephalum,apiculatum,"Common Everlasting, Yellow Buttons",,Hand written via expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASPARAGALES,ASPARAGACEAE,Asparagus,setaceus,Common Asparagus Fern,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,FAGALES,FAGACEAE,Quercus,suber,Cork Oak,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POALES,CYPERACEAE,Cyperus,eragrostis,Drain Flat Sedge,,Hand written via expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASTERALES,ASTERACEAE,Bellis,perennis,English Daisy,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,APIALES,APIACEAE,Foeniculum,vulgare,Fennel,,Participate,2014-11-14,-37.802,144.9308,"-37.802, 144.9308"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASPARAGALES,AMARYLLIDACEAE,Clivia,miniata,"Kaffir Lily, Bush Lily",,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,LAMIALES,LAMIACEAE,Stachys,byzantina,Lamb's Ears,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,FABALES,FABACEAE,Acacia,implexa,"Lightwood, Hickory Wattle",,Hand written expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POALES,POACEAE,Dichelachne,crinita,Long-hair Plume-grass,,Hand written expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ROSALES,MORACEAE,Ficus,macrophylla,Moreton Bay Fig,,Participate,2014-10-31,-37.813,144.9802,"-37.813, 144.9802"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ROSALES,MORACEAE,Ficus,macrophylla,Moreton Bay Fig,,Twitter,2014-11-05,-37.8024,144.9628,"-37.8024, 144.9628"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,CARYOPHYLLALES,CHENOPODIACEAE,Einadia,nutans,Nodding Saltbush,,Hand written expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POALES,POACEAE,Danthonia,caerula,Paroo Lily,,Hand written via expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,PROTEALES,PROTEACEAE,Leucadendron,salignum,Red Devil,,Twitter,2014-11-14,-37.8061,144.9651,"-37.8061, 144.9651"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MYRTALES,MYRTACEAE,Corymbia,ficifolia,Red Flowering Gum,,Twitter,2014-11-14,-37.8061,144.9651,"-37.8061, 144.9651"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,LAMIALES,LAMIACEAE,Rosmarinus,officinalis,Rosemary,,Hand written via expert,2014-11-14,-37.7911,144.924,"-37.7911, 144.924"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,SAXIFRAGALES,CRASSULACEAE,Sedum,spectabile,Showy Stonecrop,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,cladocalyx,Sugar Gum,,Hand written via expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,SAXIFRAGALES,CRASSULACEAE,Aeonium,arboreum,Tree Houseleek,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,COMMELINALES,COMMELINACEAE,Tradescantia,fluminensis,Wandering Creeper,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MYRTALES,MYRTACEAE,Syzygium,floribunda,Weeping Lilly Pilly,Formerly known as Waterhousea floribunda,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,SAPINDALES,RUTACEAE,Correa,alba,White Correa,,Hand written via expert,2014-11-14,-37.7911,144.924,"-37.7911, 144.924"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASPARAGALES,IRIDACEAE,Dietes,grandiflora,Wild Iris,,Hand written via expert,2014-11-14,-37.7911,144.924,"-37.7911, 144.924"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,leucoxylon,Yellow Gum,,Hand written via expert,2014-11-14,-37.7911,144.924,"-37.7911, 144.924"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ACANTHIZIDAE,Acanthiza,pusilla,Brown Thornbill,,Hand written via expert,2014-11-15,-37.7833,144.9441,"-37.7833, 144.9441"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Ocyphaps,lophotes,Crested Pigeon,,Participate,2014-11-06,-37.7906,144.9094,"-37.7906, 144.9094"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Sturnus,tristis,"Common Myna, Indian Myna",Also known as Acridotheres tristis,Hand written citizen expert,2014-11-05,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Ocyphaps,lophotes,Crested Pigeon,,Hand written not expert,2014-11-06,-37.7829,144.9437,"-37.7829, 144.9437"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHIPIDURIDAE,Rhipidura,albiscapa,Grey Fantail,,Hand written expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Anthochaera,chrysoptera,Little Wattlebird,,Hand written expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Manorina,melanocephala,Noisy Miner,,Participate,2014-11-14,-37.7797,144.9422,"-37.7797, 144.9422"
Bird,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Chroicocephalus,novaehollandiae,Silver Gull,,Hand written expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Bird,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Chroicocephalus,novaehollandiae,Silver Gull,,Participate,2014-11-06,-37.8078,144.9249,"-37.8078, 144.9249"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MALURIDAE,Malurus,cyaneus,Superb Fairy-wren,,Hand written citizen expert,2014-11-06,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MALURIDAE,Malurus,cyaneus,Superb Fairy-wren,,Twitter,2014-11-09,-37.7833,144.9441,"-37.7833, 144.9441"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE,Hirundo,neoxena,Welcome Swallow,,Instagram,2014-11-15,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE,Hirundo,neoxena,Welcome Swallow,,Participate,2014-11-06,-37.7883,144.9083,"-37.7883, 144.9083"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHIPIDURIDAE,Rhipidura,leucophrys,Willie Wagtail,,Hand written expert,2014-11-15,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,RECURVIROSTRIDAE,Himantopus,himantopus,Black-winged Stilt,,Instagram,2014-11-15,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Anas,castanea,Chestnut Teal,,Hand written expert,2014-11-15,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Anas,castanea,Chestnut Teal,,Hand written via expert,2014-11-15,-37.7833,144.9441,"-37.7833, 144.9441"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,Common Blackbird,,Participate,2014-11-15,-37.8331,144.9044,"-37.8331, 144.9044"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Sturnus,vulgaris,Common Starling,,Hand written citizen expert,2014-11-06,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Grallina,cyanoleuca,Magpie-lark,,Hand written citizen expert,2014-11-05,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Phylidonyris,novaehollandiae,New Holland Honeyeater,,Hand written not expert,2014-11-14,-37.7826,144.9434,"-37.7826, 144.9434"
Insect,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CARABIDAE,Notonomus,,,Ground Beetle,Participate,,-37.8043,144.9705,"-37.8043, 144.9705"
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Trichoglossus,haematodus,Rainbow Lorikeet,,Participate,2014-11-11,-37.8053,144.9706,"-37.8053, 144.9706"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MALURIDAE,Malurus,cyaneus,Superb Fairy-wren,,Hand written not expert,2014-11-06,-37.7822,144.9423,"-37.7822, 144.9423"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE,Hirundo,neoxena,Welcome Swallow,,Participate,2014-11-14,-37.7824,144.9435,"-37.7824, 144.9435"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE,Hirundo,neoxena,Welcome Swallow,,Twitter,2014-11-17,-37.7919,144.9572,"-37.7919, 144.9572"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Zizina,otis,"Common Grass Blue, Grass Blue",Subspecies Zizina otis labradus,Hand written expert,,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POALES,POACEAE,Elymus,repens,Common Couch Grass,,Participate,2014-11-03,-37.824,144.942,"-37.824, 144.942"
Mammal,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Chalinolobus,gouldii,Gould's Wattled Bat,,Hand written expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,RANUNCULALES,RANUNCULACEAE,Clematis,aristata,Australian Clematis,,Twitter,2014-11-17,-37.7833,144.9441,"-37.7833, 144.9441"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ARECALES,ARECACEAE,Archontophoenix,cunninghamiana,Bangalow Palm,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POLYPODIALES,ASPLENIACEAE,Asplenium,australisicum,Birdsnest Fern,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Reptile,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Tiliqua,scincoides,Eastern Blue-tongue,,Twitter,2014-11-15,-37.8311,144.9105,"-37.8311, 144.9105"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POALES,POACEAE,Bromus,diandrus,Great brome,,Hand written via expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,CORNALES,CORNACEAE,Cornus,capitata,Himalayan Strawberry Tree,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,APIALES,APIACEAE,Petroselinum,crispum,Italian Parsley,var. neapolitanum,Participate,2014-11-14,-37.795,144.9358,"-37.795, 144.9358"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,SAXIFRAGALES,CRASSULACEAE,Crassula,ovata,Jade Plant,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,SOLANALES,CONVOLVULACEAE,Dichondra,repens,Kidney Weed,,Twitter,2014-11-14,-37.8061,144.9651,"-37.8061, 144.9651"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,CARYOPHYLLALES,POLYGONACEAE,Muehlenbeckia,florulenta,Lignum,,Hand written via expert,2014-11-15,-37.7833,144.9441,"-37.7833, 144.9441"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ROSALES,MORACEAE,Ficus,macrophylla,Moreton Bay Fig,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MYRTALES,MYRTACEAE,Callistemon,sieberi,River Bottlebrush,,Hand written expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,LAMIALES,LAMIACEAE,Rosmarinus,officinalis,Rosemary,Blue Lagoon,Hand written via expert,2014-11-14,-37.7911,144.924,"-37.7911, 144.924"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,CYCADALES,CYCADACEAE,Cycas,revoluta,Sago Palm,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POALES,POACEAE,Vulpia,bromoides,Squirrel-tail Fescue,,Hand written via expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASPARAGALES,HEMEROCALLIDACEAE,Dianella,tasmanica,Tasman Flax-lily,,Hand written via expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POALES,POACEAE,Lachnagrostis,aemula,Tumbling Blown Grass,,Hand written via expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,FABALES,FABACEAE,Acacia,pendula,Weeping Myall,,Twitter,2014-11-17,-37.7833,144.9441,"-37.7833, 144.9441"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ZINGIBERALES,STRELITZIACEAE,Strelitzia,nicolai,White Bird of Paradise,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASPARAGALES,IRIDACEAE,Dietes,grandiflora,Wild Iris,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,melliodora,Yellow Box,,Hand written expert,2014-11-15,-37.7914,144.9566,"-37.7914, 144.9566"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ARTAMIDAE,Cracticus,tibicen,Australian Magpie,Also known as Gymnorhina tibicen,Hand written citizen expert,2014-10-31,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Platycercus,eximius,Eastern Rosella,,Hand written via expert,2014-11-15,-37.7833,144.9441,"-37.7833, 144.9441"
Bird,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Fulica,atra,"Eurasian Coot, Coot",,Participate,2014-11-14,-37.7824,144.9435,"-37.7824, 144.9435"
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,CACATUIDAE,Eolophus,roseicapillus,Galah,,Hand written expert,2014-11-15,-37.7898,144.9539,"-37.7898, 144.9539"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERIDAE,Passer,domesticus,House Sparrow,,Hand written citizen expert,2014-11-05,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,mellori,Little Raven,,Hand written via expert,2014-11-15,-37.7833,144.9441,"-37.7833, 144.9441"
Bird,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Anas,superciliosa,"Pacific Black Duck, Black Duck",,Hand written via expert,2014-11-15,-37.7833,144.9441,"-37.7833, 144.9441"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Columba,livia,"Rock Dove, Feral Pigeon",,Hand written via expert,2014-11-15,-37.7833,144.9441,"-37.7833, 144.9441"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Streptopelia,chinensis,Spotted Dove,,Hand written citizen expert,2014-11-02,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ACANTHIZIDAE,Sericornis,frontalis,White-browed Scrubwren,,Hand written via expert,2014-11-15,-37.7833,144.9441,"-37.7833, 144.9441"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,MUSCIDAE,Musca,domestica,House Fly,,Participate,,-37.7947,144.9649,"-37.7947, 144.9649"
